age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,p_yes,cum_calls,cum_contracts_true,cum_contracts_expected
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.6047243584374715,440,334,316.3233676346322
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,979,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.6047243584374715,441,335,316.92809199306964
47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,2769,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.6045877711296583,442,336,317.5326797641993
31,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,1662,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.6045877711296583,443,336,318.137267535329
37,unemployed,married,professional.course,no,yes,no,telephone,may,fri,3631,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6045877711296583,444,337,318.74185530645866
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1500,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6045877711296583,445,338,319.34644307758833
36,admin.,married,university.degree,no,yes,no,telephone,nov,mon,1735,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.6045877711296583,446,338,319.951030848718
37,services,married,high.school,no,no,no,cellular,nov,wed,516,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.6045877711296583,447,338,320.5556186198477
46,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.6045877711296583,448,339,321.16020639097735
33,technician,married,professional.course,no,yes,no,cellular,may,mon,638,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.6045877711296583,449,340,321.764794162107
34,technician,divorced,professional.course,no,yes,no,cellular,may,fri,1190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.6045877711296583,450,341,322.3693819332367
50,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,1226,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6045877711296583,451,341,322.97396970436637
44,admin.,divorced,high.school,no,no,no,cellular,jul,tue,573,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,1,0.6044490593123062,452,342,323.57841876367866
54,unemployed,married,high.school,no,yes,no,cellular,dec,wed,346,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,1,0.6040458992084761,453,343,324.1824646628871
32,technician,single,professional.course,no,no,no,cellular,may,thu,1060,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6040458992084761,454,344,324.7865105620956
28,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1148,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.6040458992084761,455,345,325.3905564613041
30,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,155,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,0.6040458992084761,456,345,325.99460236051254
38,technician,married,professional.course,no,no,no,cellular,aug,mon,923,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.6038464172224339,457,346,326.598448777735
30,blue-collar,married,high.school,unknown,yes,no,cellular,jul,mon,1153,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6018181959724856,458,347,327.20026697370747
58,admin.,married,university.degree,no,yes,no,cellular,may,mon,1359,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.6013733823881371,459,348,327.8016403560956
50,admin.,single,basic.9y,no,unknown,unknown,cellular,jun,wed,699,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.6012431205917441,460,349,328.40288347668735
36,admin.,married,university.degree,no,no,no,cellular,jun,wed,334,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.6012431205917441,461,349,329.0041265972791
50,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1449,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.6008124488460489,462,349,329.60493904612514
37,student,single,unknown,no,no,yes,cellular,jun,fri,604,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.6003625601050849,463,349,330.20530160623025
42,admin.,married,university.degree,no,no,yes,cellular,nov,fri,902,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.6002705769248665,464,350,330.8055721831551
38,admin.,divorced,high.school,no,yes,no,cellular,jun,wed,1361,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,0.6002705769248665,465,350,331.40584276007996
30,blue-collar,married,basic.6y,no,no,yes,cellular,jul,wed,1152,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5994438837008711,466,351,332.00528664378083
50,admin.,married,high.school,no,yes,no,cellular,sep,fri,434,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.5994235599571599,467,352,332.604710203738
60,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,481,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,1,0.5994235599571599,468,353,333.2041337636952
39,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,744,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.5994235599571599,469,354,333.8035573236524
39,student,single,unknown,no,yes,no,cellular,jun,fri,474,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,1,0.5994235599571599,470,355,334.4029808836096
34,housemaid,single,basic.4y,no,yes,no,cellular,nov,tue,393,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.5994235599571599,471,356,335.0024044435668
28,admin.,single,university.degree,no,no,no,cellular,oct,fri,317,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0.5994235599571599,472,356,335.60182800352396
32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,384,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.5994235599571599,473,357,336.20125156348115
31,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1319,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.5994235599571599,474,358,336.80067512343834
36,admin.,married,high.school,no,no,no,cellular,sep,thu,543,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,0.5994235599571599,475,359,337.4000986833955
56,technician,married,professional.course,no,yes,no,telephone,may,mon,483,5,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,1,0.5994235599571599,476,360,337.9995222433527
27,admin.,married,university.degree,no,no,yes,cellular,jul,fri,979,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5994235599571599,477,361,338.5989458033099
50,technician,married,professional.course,no,yes,no,cellular,nov,tue,1978,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5993435182560951,478,362,339.198289321566
35,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,855,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,0.5988816880359776,479,362,339.797171009602
37,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,1150,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.5988816880359776,480,363,340.39605269763797
55,management,married,university.degree,no,yes,no,cellular,apr,fri,949,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5988816880359776,481,364,340.99493438567396
46,unemployed,married,basic.9y,no,yes,yes,cellular,jun,tue,1210,4,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,1,0.5988816880359776,482,365,341.59381607370995
34,technician,married,basic.9y,no,yes,no,cellular,apr,mon,904,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5988816880359776,483,366,342.19269776174593
25,services,single,high.school,no,yes,no,cellular,oct,thu,287,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,0,0.5988816880359776,484,366,342.7915794497819
37,services,divorced,basic.9y,no,no,no,cellular,jul,wed,885,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.5985706037714049,485,366,343.3901500535533
25,services,single,unknown,no,yes,no,cellular,jun,tue,154,2,3,3,success,-1.7,94.055,-39.8,0.702,4991.6,1,0.5985531313817424,486,367,343.98870318493505
37,admin.,married,high.school,no,yes,no,telephone,nov,mon,459,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,0.5974413443430517,487,367,344.5861445292781
30,services,single,high.school,no,yes,no,telephone,jul,fri,1576,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.5971892435542049,488,367,345.1833337728323
50,admin.,divorced,university.degree,no,yes,yes,cellular,may,mon,644,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.5970942354761666,489,367,345.7804280083085
56,retired,married,high.school,no,yes,no,cellular,jul,fri,603,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.5970942354761666,490,367,346.37752224378465
32,student,married,high.school,no,no,no,cellular,apr,thu,567,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.5964794540083906,491,368,346.974001697793
84,retired,married,basic.9y,no,yes,no,cellular,may,wed,267,1,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,0,0.5964794540083906,492,368,347.5704811518014
32,technician,married,professional.course,no,yes,no,cellular,oct,wed,275,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.5962010478562855,493,369,348.1666821996577
48,housemaid,married,high.school,no,no,no,cellular,jun,tue,399,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0.5960789094192455,494,369,348.76276110907696
28,admin.,single,high.school,no,no,no,telephone,mar,fri,234,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.595404998203099,495,370,349.35816610728006
37,blue-collar,divorced,basic.6y,no,yes,yes,cellular,nov,tue,963,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.5949207106715229,496,370,349.9530868179516
43,technician,married,high.school,no,yes,no,cellular,sep,thu,531,1,999,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5,0,0.5941793070835967,497,370,350.5472661250352
52,admin.,married,university.degree,no,no,no,cellular,sep,fri,1104,2,999,0,nonexistent,-3.4,92.379,-29.8,0.762,5017.5,1,0.5941793070835967,498,371,351.1414454321188
24,services,single,high.school,no,yes,no,cellular,apr,tue,850,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.594060756672034,499,372,351.73550618879085
61,management,married,university.degree,no,yes,no,cellular,sep,fri,491,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.5936178515635134,500,372,352.3291240403544
81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,621,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,0.5931162685383217,501,373,352.9222403088927
42,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,185,1,7,3,failure,-1.8,93.369,-34.8,0.652,5008.7,1,0.5924115704675429,502,374,353.51465187936026
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,248,4,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,1,0.5918499826026034,503,375,354.10650186196284
61,retired,married,basic.4y,no,yes,no,cellular,aug,fri,168,1,15,1,success,-2.9,92.201,-31.4,0.849,5076.2,1,0.5918489156021799,504,376,354.698350777565
34,management,married,university.degree,no,no,no,cellular,nov,thu,1256,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.5903554230179999,505,376,355.288706200583
38,technician,married,university.degree,no,yes,yes,cellular,dec,wed,310,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,1,0.5903554230179999,506,377,355.87906162360105
32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.5903554230179999,507,378,356.46941704661907
43,services,married,high.school,no,yes,yes,cellular,jul,mon,1212,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5902983714202067,508,379,357.0597154180393
28,student,single,university.degree,no,no,yes,cellular,may,thu,647,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.5902726939595526,509,380,357.6499881119988
48,admin.,single,university.degree,no,yes,no,telephone,jun,thu,1082,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.5900281351205587,510,380,358.2400162471194
36,technician,single,professional.course,no,no,no,cellular,dec,mon,371,1,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,0,0.5893496758915632,511,380,358.829365923011
36,admin.,married,high.school,no,no,no,telephone,may,tue,1346,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.5893496758915632,512,381,359.41871559890257
32,technician,single,high.school,no,yes,no,cellular,may,tue,1531,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.5893496758915632,513,382,360.00806527479415
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,1062,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.5893496758915632,514,383,360.59741495068573
43,services,single,high.school,no,no,no,cellular,jul,tue,1317,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5893496758915632,515,384,361.1867646265773
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,325,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,0,0.5893496758915632,516,384,361.7761143024689
49,admin.,single,high.school,no,yes,no,cellular,jul,tue,1281,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.5893496758915632,517,384,362.3654639783605
25,student,single,high.school,no,no,no,telephone,nov,tue,345,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.5893496758915632,518,384,362.95481365425206
30,blue-collar,married,professional.course,no,no,no,cellular,may,fri,1357,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.5888965454995356,519,385,363.5437101997516
32,services,married,high.school,no,no,no,cellular,apr,fri,1090,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0,0.587793740036265,520,385,364.1315039397879
75,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,502,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1,0.5874201772042971,521,386,364.7189241169922
49,admin.,married,high.school,unknown,no,no,cellular,oct,wed,169,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.5872352928597333,522,387,365.30615940985194
46,admin.,divorced,university.degree,no,no,no,telephone,oct,mon,376,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1,0.5865672210185423,523,388,365.89272663087047
63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,1,0.586546897274831,524,389,366.4792735281453
31,admin.,married,high.school,no,yes,no,cellular,oct,thu,269,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,0,0.586404851147376,525,389,367.0656783792927
27,services,single,university.degree,no,no,no,cellular,mar,fri,212,1,999,0,nonexistent,-1.8,93.369,-34.8,0.649,5008.7,1,0.586404851147376,526,390,367.6520832304401
46,admin.,married,university.degree,no,no,no,cellular,mar,tue,269,3,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,0.5856591038446504,527,391,368.23774233428475
37,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,843,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.5855743536079535,528,391,368.8233166878927
29,admin.,single,professional.course,no,no,no,cellular,apr,thu,427,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.5853811201819518,529,392,369.4086978080747
56,retired,married,high.school,unknown,yes,no,telephone,jun,fri,1094,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5847838822469955,530,393,369.9934816903217
29,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5847838822469955,531,394,370.5782655725687
35,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,1186,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.5841854647190647,532,394,371.1624510372877
51,unemployed,married,high.school,no,yes,no,cellular,sep,wed,657,2,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.5841854647190647,533,394,371.74663650200677
37,blue-collar,single,professional.course,no,no,no,cellular,oct,wed,727,3,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0.5841854647190647,534,394,372.3308219667258
32,management,single,university.degree,no,yes,no,cellular,may,tue,1710,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.5841854647190647,535,395,372.91500743144485
49,housemaid,single,university.degree,no,no,yes,cellular,dec,mon,334,3,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,0,0.5841854647190647,536,395,373.4991928961639
56,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,1265,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.5841854647190647,537,396,374.08337836088293
45,admin.,single,high.school,no,no,no,cellular,may,mon,1487,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.5841854647190647,538,396,374.667563825602
37,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,1311,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.584105423018,539,397,375.25166924862
43,admin.,married,high.school,no,yes,no,cellular,jul,thu,1259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.584105423018,540,397,375.835774671638
47,admin.,married,high.school,no,yes,no,cellular,apr,fri,296,1,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,1,0.5839215431754315,541,398,376.4196962148134
27,student,single,high.school,no,no,no,cellular,mar,fri,219,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,0.5830705133621779,542,399,377.00276672817563
69,retired,married,basic.6y,no,yes,no,cellular,nov,thu,355,3,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.5828506787330316,543,400,377.5856174069087
52,admin.,married,basic.9y,no,no,no,cellular,jul,wed,1171,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5823884332287694,544,401,378.1680058401374
58,technician,married,basic.9y,no,yes,no,cellular,aug,mon,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.5823884332287694,545,402,378.75039427336617
33,admin.,single,university.degree,no,no,no,cellular,jun,fri,471,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.5823884332287694,546,402,379.3327827065949
59,technician,married,unknown,unknown,no,no,cellular,may,fri,739,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.5821759243307338,547,402,379.91495863092564
32,admin.,married,university.degree,no,yes,no,telephone,jul,wed,2692,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5817832306914776,548,403,380.4967418616171
32,technician,single,university.degree,no,yes,yes,cellular,may,fri,693,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,0.5817832306914776,549,404,381.0785250923086
39,technician,single,high.school,no,yes,no,cellular,may,fri,642,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.5814776941803709,550,404,381.660002786489
34,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,298,2,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,0,0.5813826861023326,551,404,382.24138547259133
34,technician,single,professional.course,no,no,yes,cellular,jul,tue,955,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5813826861023326,552,405,382.8227681586937
46,admin.,single,university.degree,no,yes,no,cellular,may,mon,801,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.5813826861023326,553,406,383.40415084479605
57,admin.,single,high.school,no,yes,no,cellular,aug,thu,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.5813826861023326,554,407,383.9855335308984
55,entrepreneur,divorced,basic.9y,no,yes,no,cellular,aug,fri,622,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,1,0.5813826861023326,555,408,384.56691621700077
40,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5808408141811503,556,409,385.1477570311819
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,815,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.5808408141811503,557,410,385.7285978453631
39,admin.,married,university.degree,no,no,no,telephone,jun,tue,979,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.5807679046345566,558,410,386.30936574999765
38,technician,single,university.degree,no,yes,no,cellular,dec,mon,329,2,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.5789412118455015,559,411,386.88830696184317
31,blue-collar,married,unknown,unknown,no,no,cellular,jul,tue,1608,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5780030032287213,560,412,387.4663099650719
35,services,single,university.degree,no,unknown,unknown,cellular,aug,mon,419,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.5770390379324579,561,412,388.0433490030044
71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,383,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,0.5768728390029615,562,413,388.62022184200737
58,retired,divorced,professional.course,no,yes,no,cellular,jun,mon,470,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.5766190195189791,563,413,389.19684086152637
55,admin.,married,unknown,no,yes,no,cellular,apr,thu,525,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.5766190195189791,564,413,389.77345988104537
22,student,single,high.school,no,unknown,unknown,telephone,jun,tue,1199,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.5763309670817792,565,413,390.34979084812716
33,admin.,married,university.degree,no,yes,yes,telephone,may,mon,895,12,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.5757957870089001,566,413,390.925586635136
23,services,single,high.school,no,no,no,cellular,jul,thu,1097,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5736584502614402,567,414,391.4992450853975
23,student,single,high.school,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,1,0.5735281884650473,568,415,392.07277327386254
41,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,thu,272,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.5727143749568999,569,416,392.6454876488194
45,services,married,high.school,no,no,no,cellular,aug,thu,1026,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.5717156256441971,570,416,393.2172032744636
47,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,1224,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5714038101147741,571,417,393.78860708457836
30,technician,single,professional.course,no,yes,no,cellular,may,thu,691,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.5713088020367358,572,418,394.3599158866151
55,management,divorced,university.degree,no,yes,no,cellular,sep,thu,1440,1,999,1,failure,-1.1,94.199,-37.5,0.884,4963.6,1,0.5711667559092808,573,419,394.9310826425244
32,admin.,married,high.school,no,yes,yes,cellular,aug,tue,711,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.5708556716447081,574,419,395.50193831416914
48,admin.,divorced,high.school,no,yes,yes,telephone,jun,thu,1011,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.5695457870089001,575,419,396.07148410117804
33,technician,married,high.school,no,yes,no,cellular,jul,fri,1360,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.569474311427508,576,420,396.6409584126055
48,management,married,university.degree,no,yes,no,cellular,dec,fri,377,5,999,1,failure,-3.0,92.713,-33.0,0.718,5023.5,0,0.5683874518799767,577,420,397.2093458644855
56,management,divorced,unknown,no,yes,no,cellular,nov,thu,893,7,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.5680963994633327,578,421,397.77744226394884
60,retired,married,basic.4y,no,no,no,cellular,oct,mon,599,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,0,0.5680215037486208,579,421,398.3454637676975
27,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,641,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.567286317326943,580,421,398.9127500850244
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,178,2,13,2,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.5671680089492943,581,422,399.4799180939737
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5661445908642373,582,423,400.0460626848379
37,blue-collar,married,high.school,no,no,no,telephone,may,fri,1236,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5661445908642373,583,424,400.61220727570213
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,330,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1,0.5661445908642373,584,425,401.17835186656635
59,retired,married,high.school,no,yes,no,cellular,jul,fri,1448,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5661445908642373,585,426,401.74449645743056
48,technician,married,professional.course,no,yes,no,cellular,sep,mon,669,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,0,0.5661445908642373,586,426,402.31064104829477
29,technician,single,professional.course,no,unknown,unknown,cellular,nov,wed,257,2,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0,0.5661445908642373,587,426,402.876785639159
36,unemployed,married,unknown,unknown,no,no,cellular,sep,wed,344,1,999,1,failure,-3.4,92.379,-29.8,0.781,5017.5,1,0.5660920050613548,588,427,403.44287764422035
25,student,single,university.degree,no,yes,yes,cellular,may,tue,700,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.5660645491631726,589,427,404.0089421933835
56,retired,divorced,university.degree,no,yes,no,cellular,nov,tue,972,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.5660353866337873,590,427,404.57497758001733
47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,955,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.5656648513455101,591,427,405.14064243136283
57,retired,single,high.school,no,no,no,telephone,jun,wed,904,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.565653534140929,592,427,405.7062959655038
30,student,single,university.degree,no,yes,no,cellular,may,tue,775,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.564162375250129,593,428,406.2704583407539
37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,363,1,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1,0.5629855448341683,594,429,406.8334438855881
