age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,p_yes,cum_calls,cum_contracts_true,cum_contracts_expected,rank
79,retired,married,basic.9y,no,yes,no,cellular,apr,thu,510,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6502054539394594,301,248,229.55983368106033,301
52,admin.,married,unknown,no,no,no,telephone,sep,tue,513,13,14,2,failure,-3.4,92.379,-29.8,0.819,5017.5,0,0.6497583732315823,302,248,230.2095920542919,302
18,student,single,unknown,no,no,no,telephone,sep,tue,401,2,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,0,0.6495351386973753,303,248,230.8591271929893,303
50,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1149,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.649217608963023,304,249,231.50834480195232,304
58,housemaid,single,professional.course,no,no,yes,cellular,apr,thu,335,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,1,0.648925010065699,305,250,232.15726981201803,305
43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,926,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.648925010065699,306,251,232.80619482208374,306
34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,0.6471003731578466,307,252,233.4532951952416,307
50,management,married,university.degree,no,no,no,telephone,jun,mon,278,5,6,1,success,-1.7,94.055,-39.8,0.72,4991.6,1,0.6470858564112433,308,253,234.10038105165285,308
33,services,married,high.school,no,yes,no,cellular,apr,thu,900,2,999,2,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.647043444345216,309,254,234.74742449599808,309
31,admin.,single,basic.9y,no,no,no,cellular,jul,wed,1432,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.6467259146108635,310,254,235.39415041060894,310
49,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1980,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6467259146108635,311,255,236.0408763252198,311
40,admin.,divorced,high.school,no,no,no,cellular,jul,wed,1776,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6467259146108635,312,255,236.68760223983068,312
86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,288,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.6462226649125583,313,256,237.33382490474324,313
31,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,1279,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.6452143713831235,314,257,237.97903927612637,314
56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,169,2,3,2,success,-3.4,92.379,-29.8,0.778,5017.5,1,0.644375431298746,315,258,238.62341470742513,315
31,admin.,married,university.degree,no,yes,no,cellular,may,tue,1078,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6434921392429513,316,259,239.26690684666806,316
31,admin.,single,high.school,no,yes,no,cellular,may,thu,1094,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6434921392429513,317,260,239.910398985911,317
32,technician,single,university.degree,no,no,no,cellular,jun,mon,1048,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.6431836014515134,318,261,240.5535825873625,318
47,services,single,unknown,no,unknown,unknown,cellular,mar,thu,394,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,0,0.6422844305979623,319,261,241.19586701796047,319
32,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1366,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.6417027293824061,320,261,241.83756974734288,320
32,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,1291,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.6417027293824061,321,261,242.4792724767253,321
76,housemaid,married,basic.4y,no,no,no,cellular,jun,tue,296,5,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,1,0.6415617034383649,322,262,243.12083418016365,322
35,management,married,university.degree,no,yes,no,cellular,oct,wed,1118,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.6392110350302467,323,262,243.7600452151939,323
44,admin.,married,university.degree,no,no,no,cellular,oct,wed,1206,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0.6392110350302467,324,262,244.39925625022417,324
53,management,divorced,university.degree,no,no,no,cellular,jun,mon,345,1,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1,0.6384902979416192,325,263,245.03774654816579,325
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1816,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.6365430219837767,326,263,245.67428957014957,326
46,management,married,high.school,no,yes,yes,cellular,aug,wed,1456,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6338038990691738,327,264,246.30809346921873,327
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,596,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.6338038990691738,328,265,246.9418973682879,328
25,services,single,high.school,no,no,no,cellular,aug,fri,553,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0.6323230270000664,329,265,247.57422039528797,329
33,services,married,high.school,no,no,no,cellular,jun,mon,472,1,999,1,failure,-1.7,94.055,-39.8,0.72,4991.6,0,0.6323230270000664,330,265,248.20654342228804,330
34,admin.,married,university.degree,no,no,no,cellular,oct,thu,401,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.6323230270000664,331,266,248.8388664492881,331
53,management,married,university.degree,no,no,no,cellular,aug,tue,864,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.6323230270000664,332,266,249.47118947628817,332
32,admin.,single,university.degree,no,no,no,cellular,oct,wed,371,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,1,0.6323230270000664,333,267,250.10351250328824,333
28,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,1111,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.6323230270000664,334,268,250.7358355302883,334
27,admin.,single,university.degree,no,no,no,cellular,sep,wed,397,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,1,0.6323230270000664,335,269,251.36815855728838,335
31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6323230270000664,336,270,252.00048158428845,336
39,technician,married,high.school,no,yes,no,cellular,jul,thu,1461,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.6323230270000664,337,271,252.63280461128852,337
39,admin.,married,university.degree,no,no,no,cellular,may,fri,895,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.6323230270000664,338,271,253.2651276382886,338
56,retired,married,basic.4y,no,no,no,cellular,mar,wed,181,2,9,2,failure,-1.8,93.369,-34.8,0.644,5008.7,0,0.6317989273429316,339,271,253.89692656563153,339
37,admin.,married,basic.6y,no,yes,yes,cellular,jul,thu,1602,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6313122047170143,340,272,254.52823877034854,340
44,self-employed,single,professional.course,no,yes,no,cellular,may,mon,775,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,1,0.6311767351081957,341,273,255.15941550545674,341
54,management,married,university.degree,no,no,yes,cellular,aug,wed,990,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6307457383570156,342,274,255.79016124381374,342
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,296,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,1,0.6300567288230914,343,275,256.4202179726368,343
29,services,married,basic.9y,no,yes,no,cellular,jul,fri,1389,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6298313326479069,344,275,257.0500493052847,344
57,retired,divorced,basic.9y,no,no,no,cellular,jul,fri,897,3,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.6298313326479069,345,275,257.67988063793257,345
31,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1573,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.6298313326479069,346,276,258.30971197058045,346
63,retired,married,basic.4y,no,no,no,cellular,jul,fri,273,1,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,0,0.6298313326479069,347,276,258.93954330322833,347
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,510,1,999,1,failure,-1.1,94.767,-50.8,1.035,4963.6,0,0.6298313326479069,348,276,259.5693746358762,348
59,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1330,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6298313326479069,349,277,260.1992059685241,349
48,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.6298313326479069,350,278,260.829037301172,350
76,management,married,unknown,no,no,no,cellular,sep,fri,879,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.6298313326479069,351,279,261.45886863381986,351
26,student,single,high.school,no,no,no,cellular,aug,fri,482,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0.6298313326479069,352,279,262.08869996646774,352
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,0,0.6298313326479069,353,279,262.7185312991156,353
31,services,married,high.school,no,yes,no,cellular,jun,wed,591,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.6298313326479069,354,280,263.3483626317635,354
58,retired,married,high.school,no,no,no,cellular,aug,tue,585,4,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0,0.6286850407560362,355,280,263.9770476725195,355
40,admin.,married,basic.9y,no,yes,yes,cellular,may,thu,639,2,10,1,success,-1.8,92.893,-46.2,1.327,5099.1,0,0.6286074844605853,356,280,264.6056551569801,356
25,admin.,single,high.school,no,yes,no,cellular,may,thu,888,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6282540440048562,357,281,265.23390920098495,357
31,technician,single,high.school,no,no,no,cellular,aug,wed,1033,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6271588158275679,358,282,265.8610680168125,358
31,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,207,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.6271588158275679,359,283,266.48822683264007,359
38,technician,married,university.degree,no,no,no,cellular,mar,tue,261,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,1,0.6271588158275679,360,284,267.1153856484676,360
36,admin.,married,high.school,unknown,yes,no,cellular,may,mon,1434,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.6255815271845172,361,284,267.74096717565214,361
28,admin.,single,high.school,no,yes,no,cellular,may,thu,457,2,999,1,failure,-1.8,93.876,-40.0,0.683,5008.7,0,0.6255205588397705,362,284,268.3664877344919,362
23,student,single,high.school,no,no,no,cellular,jun,tue,310,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.6246671214754084,363,285,268.9911548559673,363
45,technician,married,university.degree,no,yes,no,cellular,nov,wed,359,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.6246671214754084,364,285,269.6158219774427,364
68,retired,married,high.school,no,no,no,cellular,nov,mon,1248,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.6246671214754084,365,286,270.2404890989181,365
34,blue-collar,married,basic.9y,no,no,yes,cellular,aug,tue,447,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,1,0.6246671214754084,366,287,270.8651562203935,366
27,admin.,single,university.degree,no,no,no,cellular,jul,wed,919,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6217756887987308,367,288,271.4869319091922,367
58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,344,2,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1,0.6217756887987308,368,289,272.10870759799093,368
23,student,single,basic.9y,no,no,yes,cellular,may,fri,563,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,0.6217756887987308,369,289,272.73048328678965,369
34,technician,single,university.degree,no,no,no,cellular,may,tue,882,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.6217756887987308,370,290,273.35225897558837,370
31,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,829,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.6192839944465713,371,291,273.97154297003493,371
35,admin.,married,high.school,no,yes,no,cellular,apr,wed,1190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.6192839944465713,372,292,274.5908269644815,372
28,student,single,high.school,no,yes,no,cellular,jun,fri,577,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.6192839944465713,373,293,275.21011095892806,373
55,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,1,0.6192839944465713,374,294,275.8293949533746,374
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6192839944465713,375,295,276.4486789478212,375
33,technician,married,professional.course,no,yes,no,cellular,sep,wed,269,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.6192839944465713,376,296,277.06796294226774,376
39,management,married,university.degree,no,yes,no,cellular,sep,thu,291,3,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,1,0.6192839944465713,377,297,277.6872469367143,377
39,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1340,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.6192839944465713,378,297,278.30653093116086,378
32,blue-collar,single,basic.4y,no,no,no,cellular,may,wed,902,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.6192839944465713,379,298,278.9258149256074,379
67,retired,married,basic.6y,no,no,no,cellular,aug,tue,460,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1,0.6192839944465713,380,299,279.545098920054,380
29,management,married,university.degree,no,no,no,telephone,jun,wed,973,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.6192839944465713,381,300,280.16438291450055,381
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,1331,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6192839944465713,382,300,280.7836669089471,382
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1339,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.6192839944465713,383,300,281.4029509033937,383
31,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1327,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6192839944465713,384,301,282.02223489784024,384
34,self-employed,single,university.degree,no,no,no,cellular,jul,wed,1211,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6192839944465713,385,302,282.6415188922868,385
35,technician,single,high.school,unknown,no,no,cellular,aug,fri,1258,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6192839944465713,386,303,283.26080288673336,386
59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.6192839944465713,387,304,283.8800868811799,387
29,technician,single,university.degree,no,no,no,cellular,aug,wed,896,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.6166114776262324,388,304,284.49669835880616,388
20,student,single,high.school,no,no,no,cellular,aug,thu,347,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.6166114776262324,389,304,285.1133098364324,389
49,management,married,university.degree,no,no,no,cellular,apr,wed,1214,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.6166114776262324,390,305,285.72992131405863,390
32,management,single,university.degree,no,no,no,cellular,aug,thu,149,1,3,2,success,-2.9,92.201,-31.4,0.851,5076.2,1,0.6166114776262324,391,306,286.34653279168487,391
35,entrepreneur,divorced,professional.course,unknown,unknown,unknown,cellular,aug,tue,950,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6166114776262324,392,307,286.9631442693111,392
21,student,single,high.school,no,yes,no,cellular,jun,mon,270,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,1,0.6166114776262324,393,308,287.57975574693734,393
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6155086721629617,394,309,288.1952644191003,394
26,admin.,married,unknown,no,no,no,cellular,mar,thu,359,1,999,1,failure,-1.8,93.369,-34.8,0.643,5008.7,0,0.6151351093309939,395,309,288.8103995284313,395
30,admin.,single,university.degree,no,no,no,cellular,jun,thu,323,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.6151351093309939,396,310,289.42553463776227,396
33,technician,single,professional.course,no,no,yes,cellular,jul,tue,1408,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6151351093309939,397,310,290.04066974709326,397
48,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,1424,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6151351093309939,398,311,290.65580485642425,398
31,services,single,university.degree,no,yes,no,telephone,aug,wed,701,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.6151351093309939,399,311,291.27093996575525,399
24,technician,single,university.degree,no,yes,no,cellular,apr,thu,477,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6151351093309939,400,312,291.88607507508624,400
31,management,married,university.degree,no,yes,no,cellular,jul,mon,1397,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6151351093309939,401,313,292.50121018441723,401
40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6151351093309939,402,314,293.1163452937482,402
70,retired,married,basic.4y,no,yes,no,cellular,aug,fri,530,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.6151351093309939,403,315,293.7314804030792,403
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,1412,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6151351093309939,404,315,294.3466155124102,404
32,admin.,married,university.degree,no,no,no,telephone,nov,wed,651,1,999,1,failure,-1.1,94.767,-50.8,1.03,4963.6,1,0.6150390823375077,405,316,294.9616545947477,405
45,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,921,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6142821531452392,406,317,295.5759367478929,406
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,862,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.6142821531452392,407,318,296.1902189010381,407
33,admin.,married,university.degree,no,yes,yes,telephone,sep,wed,396,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1,0.6142821531452392,408,319,296.80450105418333,408
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,236,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1,0.6141197832740728,409,320,297.4186208374574,409
56,entrepreneur,married,university.degree,no,no,yes,cellular,apr,thu,488,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.6141197832740728,410,320,298.0327406207315,410
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,371,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.6141197832740728,411,321,298.64686040400557,411
34,admin.,single,university.degree,unknown,no,no,cellular,aug,mon,1126,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6141197832740728,412,321,299.26098018727964,412
64,retired,married,basic.4y,no,yes,no,cellular,mar,wed,262,2,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,1,0.6141197832740728,413,322,299.8750999705537,413
35,admin.,married,university.degree,no,yes,no,cellular,oct,wed,300,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.6141197832740728,414,322,300.4892197538278,414
58,management,married,unknown,unknown,yes,no,telephone,jun,mon,1098,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.6141197832740728,415,322,301.1033395371019,415
74,retired,married,high.school,no,no,no,cellular,aug,thu,472,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.6141197832740728,416,322,301.71745932037595,416
24,admin.,single,high.school,no,no,no,cellular,may,thu,797,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.6135578206879432,417,322,302.3310171410639,417
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,447,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,0,0.6128406591164918,418,322,302.9438578001804,418
33,admin.,single,high.school,no,yes,no,cellular,aug,fri,1088,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.6123655341738211,419,323,303.55622333435423,419
29,technician,married,professional.course,no,yes,no,cellular,aug,thu,965,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.6118941825017734,420,324,304.168117516856,420
49,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,532,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6117904587930796,421,325,304.77990797564905,421
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,103,3,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,0,0.6105068308616295,422,325,305.3904148065107,422
43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,689,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,0.6102824636016753,423,326,306.00069727011237,423
88,retired,married,university.degree,no,yes,no,cellular,aug,mon,401,1,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,0,0.6102574975653793,424,326,306.61095476767775,424
32,technician,married,professional.course,no,yes,yes,cellular,nov,wed,1554,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6099708981584955,425,327,307.22092566583626,425
54,admin.,married,university.degree,no,yes,no,cellular,nov,fri,455,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,0.6099708981584955,426,328,307.83089656399477,426
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,475,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6098908564574307,427,329,308.4407874204522,427
47,blue-collar,married,basic.6y,no,no,yes,cellular,jul,mon,930,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.6091179419727405,428,329,309.0499053624249,428
57,technician,married,high.school,no,no,no,cellular,aug,thu,1230,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.6080184656297429,429,329,309.65792382805466,429
76,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,326,1,999,1,failure,-1.7,94.055,-39.8,0.702,4991.6,1,0.6073649201725787,430,330,310.26528874822725,430
23,technician,single,high.school,no,no,yes,cellular,may,thu,1129,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6065375935606356,431,331,310.8718263417879,431
46,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,1044,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6065375935606356,432,332,311.4783639353485,432
64,management,divorced,university.degree,no,no,yes,cellular,dec,thu,421,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,0,0.6065375935606356,433,332,312.08490152890914,433
51,entrepreneur,married,basic.4y,no,no,no,cellular,oct,tue,626,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,0,0.6061288653858528,434,332,312.691030394295,434
27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1117,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.6060686431987659,435,332,313.29709903749375,435
34,admin.,single,high.school,no,yes,no,cellular,may,fri,655,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.6060686431987659,436,333,313.9031676806925,436
38,services,single,high.school,no,yes,no,cellular,apr,wed,1665,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.6055935182560951,437,334,314.5087611989486,437
60,retired,divorced,high.school,unknown,no,no,cellular,may,fri,781,4,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.6051577188086139,438,334,315.11391891775725,438
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,1111,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6047243584374715,439,334,315.7186432761947,439
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.6047243584374715,440,334,316.3233676346322,440
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,979,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.6047243584374715,441,335,316.92809199306964,441
47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,2769,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.6045877711296583,442,336,317.5326797641993,442
31,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,1662,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.6045877711296583,443,336,318.137267535329,443
37,unemployed,married,professional.course,no,yes,no,telephone,may,fri,3631,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6045877711296583,444,337,318.74185530645866,444
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1500,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6045877711296583,445,338,319.34644307758833,445
36,admin.,married,university.degree,no,yes,no,telephone,nov,mon,1735,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.6045877711296583,446,338,319.951030848718,446
37,services,married,high.school,no,no,no,cellular,nov,wed,516,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.6045877711296583,447,338,320.5556186198477,447
46,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.6045877711296583,448,339,321.16020639097735,448
33,technician,married,professional.course,no,yes,no,cellular,may,mon,638,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.6045877711296583,449,340,321.764794162107,449
34,technician,divorced,professional.course,no,yes,no,cellular,may,fri,1190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.6045877711296583,450,341,322.3693819332367,450
50,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,1226,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6045877711296583,451,341,322.97396970436637,451
44,admin.,divorced,high.school,no,no,no,cellular,jul,tue,573,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,1,0.6044490593123062,452,342,323.57841876367866,452
